notice-identifier,total-value-eur,total-value-eur-capped,total-value-eur-log,bidder-count,bidder-size-numeric,notice_is_can-standard,notice_is_cn-standard,notice_is_can-modif,notice_is_pin-cfc-standard,notice_is_can-social,notice_is_pin-cfc-social,notice_is_cn-desg,notice_is_cn-social,notice_is_pin-only,total-value
08e898af-2789-44da-b05a-ddf803292044,61450.0,61450.0,11.025995388254772,1,2.0,1,0,0,0,0,0,0,0,0,61450.0
33d0a10d-cfa0-4590-a932-b14132c4a607,490000.0,490000.0,13.102162710901053,0,,0,1,0,0,0,0,0,0,0,490000.0
27c955b1-bab7-4f46-bcfb-48328eb4e3bc,470775.0,470775.0,13.062137676008561,0,,0,0,1,0,0,0,0,0,0,470775.0
2c013b5d-f941-4ff4-bbf2-0d74c35f9c3f,352531.5,352531.5,12.772898095565992,0,,0,1,0,0,0,0,0,0,0,352531.5
251794eb-ca0c-483d-b4a5-1470c4960607,2983.8,2983.8,8.001288021906948,1,2.0,1,0,0,0,0,0,0,0,0,2983.8
b2bde151-37d5-4337-b323-a769097929ba,271500.0,271500.0,12.511721101590597,0,,0,1,0,0,0,0,0,0,0,271500.0
ff53d71f-53e6-43e1-bef9-5d535f304041,57390.0,57390.0,10.95764277558904,1,2.0,1,0,0,0,0,0,0,0,0,57390.0
b8df9ce1-eec7-4aeb-978d-e3c5d47d6172,254507.5,254507.5,12.447089513236204,0,,0,1,0,0,0,0,0,0,0,254507.5
62a08aa7-d6f1-4f9d-9ae6-eb18f3d8fa51,21561.85,21561.85,9.978727205526038,1,2.0,1,0,0,0,0,0,0,0,0,21561.85
382b050a-ec11-47b7-a738-9c7c9c59e772,292000.0,292000.0,12.584512505902088,0,,0,1,0,0,0,0,0,0,0,292000.0
6ff1cb0a-88f8-4093-95a0-a9e145def435,1643093.52,1643093.52,14.31209192427521,0,,0,0,1,0,0,0,0,0,0,1643093.52
f7ca1aaf-1b21-4666-aa5d-47ff4d33c515,2934178.0,2934178.0,14.891938244685722,0,,0,1,0,0,0,0,0,0,0,2934178.0
e433149d-ff57-4e09-9dbd-397463891bc5,52580000.0,9312578.711999994,17.777846396284648,0,,0,1,0,0,0,0,0,0,0,52580000.0
2c6f160e-8f07-460a-a026-5c7cbbdb67b2,288717.35,288717.35,12.573206924420871,0,,0,1,0,0,0,0,0,0,0,288717.35
821de27d-9fe8-4655-ab8d-77e5c95c49a1,98660.0,98660.0,11.49944501055635,1,2.0,1,0,0,0,0,0,0,0,0,98660.0
ae561cd4-88bd-4561-a199-014d2a2cdb9a,44000.0,44000.0,10.691967639914864,1,2.0,1,0,0,0,0,0,0,0,0,44000.0
73f9b199-52c8-44ed-a707-6fc8095285e3,22645.0,22645.0,10.027738514873985,1,2.0,1,0,0,0,0,0,0,0,0,22645.0
88bd71ff-9fa5-42d0-938d-794399e3b949,136582025.0,9312578.711999994,18.73243591518424,1,2.0,1,0,0,0,0,0,0,0,0,136582025.0
37791c6d-d8c7-435c-941d-a25e7ab583fe,1222813.48,1222813.48,14.016665710603549,0,,0,0,1,0,0,0,0,0,0,1222813.48
949ad2bf-59e4-48c3-8b36-963c412e672f,749411.96,749411.96,13.527045459027255,0,,0,1,0,0,0,0,0,0,0,749411.96
76246dab-ee64-460b-a295-2395d756dcc9,6359.2,6359.2,8.757815102380617,1,2.0,1,0,0,0,0,0,0,0,0,6359.2
d4c8f3ab-087a-469f-8f9d-727f900a697d,11856.16,11856.16,9.38068718350551,1,2.0,1,0,0,0,0,0,0,0,0,11856.16
00c7ed92-2a33-4e21-9f2f-ff1d0e4b7162,234000.0,234000.0,12.36308066783498,0,,0,1,0,0,0,0,0,0,0,234000.0
0cb55abe-9398-4d73-8b64-cbc87d06c1d7,1411000.0,1411000.0,14.159809939551922,1,3.0,1,0,0,0,0,0,0,0,0,1411000.0
b1c360d0-95b1-4376-906b-705d6b86794d,401986.0,401986.0,12.904175028769806,0,,0,1,0,0,0,0,0,0,0,401986.0
e2f641e0-e378-4ade-b53a-9481c4778e94,650800.0,650800.0,13.385959190896214,1,2.5,1,0,0,0,0,0,0,0,0,650800.0
72f4ebad-ab5d-49ce-b3db-979d26586d7c,758100.0,758100.0,13.538571901130718,0,,0,1,0,0,0,0,0,0,0,758100.0
051fb2ef-95c8-46f2-89da-280fac164951,5600.41,5600.41,8.630773630744823,1,2.0,1,0,0,0,0,0,0,0,0,5600.41
f8a25005-7207-4f61-b809-d201d7f7b431,18070.0,18070.0,9.802063722398165,1,2.0,1,0,0,0,0,0,0,0,0,18070.0
e9f8bd51-95e4-46e0-bd0a-de14df33f64f,183000.0,183000.0,12.117246896289503,3,4.0,1,0,0,0,0,0,0,0,0,183000.0
1f1fd434-6d48-46b4-bf9a-972260467a8b,288717.35,288717.35,12.573206924420871,0,,0,1,0,0,0,0,0,0,0,288717.35
c13f1f28-8085-43d0-9972-24ea90c41247,394076.07,394076.07,12.884301778288155,0,,0,1,0,0,0,0,0,0,0,394076.07
3267f432-331c-4bf2-a567-c10838d44056,62249.24,62249.24,11.038917669741208,2,3.0,1,0,0,0,0,0,0,0,0,62249.24
c0615365-c644-4688-8ffe-e985794a1947,24920.0,24920.0,10.123466100507182,1,2.0,1,0,0,0,0,0,0,0,0,24920.0
5234d293-6c55-49eb-9882-983d58b5046d,4250.0,4250.0,8.35490952835879,1,2.0,1,0,0,0,0,0,0,0,0,4250.0
7ebfe689-b484-4691-984f-0d6f5eb26524,498390.0,498390.0,13.119140188507425,1,4.0,1,0,0,0,0,0,0,0,0,498390.0
c8eeb52a-fe81-4cb1-acfe-e3477ce6944e,296500.0,296500.0,12.599805870095512,1,4.0,1,0,0,0,0,0,0,0,0,296500.0
06b9fde2-bd18-4cb9-9a3c-66e3151c1963,460987.8,460987.8,13.041129026672811,0,,0,1,0,0,0,0,0,0,0,460987.8
08973435-54d3-4bf9-bea1-82d1564d0559,10389.0,10389.0,9.248599084093273,1,2.0,1,0,0,0,0,0,0,0,0,10389.0
985c400e-ae17-4395-bf89-191a8c0b3239,309000.0,309000.0,12.6410997921206,1,2.0,1,0,0,0,0,0,0,0,0,309000.0
fa69805a-a3d2-4f77-9b5c-3e936efff365,98980.0,98980.0,11.502683191505962,1,2.0,1,0,0,0,0,0,0,0,0,98980.0
79a93fcc-73ac-40cc-a1bf-fb1180d337d9,954838.71,954838.71,13.769298762443729,0,,0,1,0,0,0,0,0,0,0,954838.71
0cdf9eee-f9ea-4b0c-9674-cf271eb80c72,29404.0,29404.0,10.288920006894056,1,2.0,1,0,0,0,0,0,0,0,0,29404.0
e0bda07b-371c-4b05-8d33-734414cb9742,17280000.0,9312578.711999994,16.66506037921055,0,,0,1,0,0,0,0,0,0,0,17280000.0
5a2121b5-4580-4a80-9a3d-731f707f7931,57300.45,57300.45,10.956081207792776,1,2.0,1,0,0,0,0,0,0,0,0,57300.45
4015fd2c-72e5-4bfd-b2e8-b4f7d252fa1e,193890.96,193890.96,12.175056375698547,0,,0,1,0,0,0,0,0,0,0,193890.96
7c1e1c9c-98c7-4bb8-8899-d189c07f5988,28500000.0,9312578.711999994,17.1654146803266,0,,0,1,0,0,0,0,0,0,0,28500000.0
1bafd854-64e1-4531-ac1b-3d451ded6983,15980.0,15980.0,9.679155795585109,1,2.0,1,0,0,0,0,0,0,0,0,15980.0
dfbe96a2-423d-4284-9c72-d81ccb0efd1a,47940.0,47940.0,10.777726367178413,1,2.5,1,0,0,0,0,0,0,0,0,47940.0
2f1f181d-acef-4b6a-a736-b82594cf565a,2763873.8,2763873.8,14.83214416617228,0,,0,1,0,0,0,0,0,0,0,2763873.8
1b02d658-e3fa-49d3-9a4f-e18e5606ae8a,8850.0,8850.0,9.088285725968877,1,2.0,1,0,0,0,0,0,0,0,0,8850.0
63ee26d2-6143-455c-8e6e-2b3a29e659db,11020.0,11020.0,9.307557822691543,1,2.0,1,0,0,0,0,0,0,0,0,11020.0
324d368f-a7ee-4b6c-9153-a54c86a7f8f8,350000.0,350000.0,12.765691290604371,0,,0,1,0,0,0,0,0,0,0,350000.0
3bf09103-9966-4a6d-aeaf-ec385344d4cd,301129.03,301129.03,12.615297443804229,0,,0,1,0,0,0,0,0,0,0,301129.03
8e89bef0-bb98-4f65-bef0-38767a5b7864,1031343.91,1031343.91,13.846374246335559,0,,0,1,0,0,0,0,0,0,0,1031343.91
a6fedf84-df9d-4126-8c23-c0bbb1998a87,7567800.0,7567800.0,15.83941309444213,2,4.0,1,0,0,0,0,0,0,0,0,7567800.0
2083ab04-b1be-40a8-8292-85aa5ac81473,462190.0,462190.0,13.04373350454283,0,,0,1,0,0,0,0,0,0,0,462190.0
8aea3b90-db42-4526-b909-05b50792a191,397000.0,397000.0,12.891694078557842,0,,0,1,0,0,0,0,0,0,0,397000.0
491a5190-1ad9-438f-847a-74a1613269e4,600300.0,600300.0,13.305186475072297,0,,0,1,0,0,0,0,0,0,0,600300.0
dd64ac01-14ca-46ef-a333-055225f817a3,844729.02,844729.02,13.646772352328787,11,2.0,1,0,0,0,0,0,0,0,0,844729.02
24d1de14-8d81-4f88-8d70-7330aa286af7,415431.19,415431.19,12.937074678996218,0,,0,1,0,0,0,0,0,0,0,415431.19
d8668942-9936-4702-a21e-cfe6b7ed2e4c,852038.4,852038.4,13.65538804887368,0,,0,1,0,0,0,0,0,0,0,852038.4
03c8995c-14ba-4f0d-8b50-a47e0a9e6df6,97680.4,97680.4,11.489466441196209,1,2.0,1,0,0,0,0,0,0,0,0,97680.4
acf6b105-5293-437f-a013-a6e440ae72b8,143279.94,143279.94,11.872562597293754,2,3.0,1,0,0,0,0,0,0,0,0,143279.94
6ebf078a-742f-4a10-b549-126b91d2e909,916167.62,916167.62,13.727955709684508,0,,0,1,0,0,0,0,0,0,0,916167.62
4eb8a34d-408e-499a-8590-af0bb0deb8de,1207051.36,1207051.36,14.003691879420462,0,,0,0,1,0,0,0,0,0,0,1207051.36
fb9cd225-7472-4559-a41f-b1a843fa2179,25710.5,25710.5,10.154693641615221,1,2.0,1,0,0,0,0,0,0,0,0,25710.5
a83a4585-8333-4b96-a2ea-1bc76ebdbd26,8000.0,8000.0,8.987321812850125,1,2.0,1,0,0,0,0,0,0,0,0,8000.0
79db6dce-5f7a-4558-9567-16ac0fff7a8f,156519.84,156519.84,11.960944443036245,4,2.5,1,0,0,0,0,0,0,0,0,156519.84
27caf03e-3d1e-4ea6-9fa1-cb441b8ff5bf,19472.5,19472.5,9.876809845949767,1,3.0,1,0,0,0,0,0,0,0,0,19472.5
9be51923-f4bf-4136-8223-98de9e3db123,7990.0,7990.0,8.986071187374463,1,2.0,1,0,0,0,0,0,0,0,0,7990.0
00fd420a-b3dc-46f0-871d-56bebb345696,160988.5,160988.5,11.989094424448549,0,,0,0,1,0,0,0,0,0,0,160988.5
f276e680-5984-4c5f-88de-d0bf18433fbe,494205.0,494205.0,13.110707713296618,1,3.0,1,0,0,0,0,0,0,0,0,494205.0
1ad5b621-46f5-4047-9929-050d71f25800,3012000.0,3012000.0,14.918115199907179,0,,0,1,0,0,0,0,0,0,0,3012000.0
6cf107e7-0b88-420f-9129-df9b0c426008,62900.0,62900.0,11.049317340813348,1,2.0,1,0,0,0,0,0,0,0,0,62900.0
f29b69fd-8064-49ae-8e5a-1b97f1159aa7,12615.35,12615.35,9.4427488708072,1,2.0,1,0,0,0,0,0,0,0,0,12615.35
49d8af80-23d4-474b-8d3f-b5073f0616d3,14000.0,14000.0,9.546884034617925,1,2.0,1,0,0,0,0,0,0,0,0,14000.0
aace7a2f-e834-4ed5-88c4-bc3fa2b64280,296986.0,296986.0,12.601443645783085,0,,0,1,0,0,0,0,0,0,0,296986.0
70132fba-6588-47cc-a266-37d6274787ae,121900.0,121900.0,11.710964518881163,1,2.0,1,0,0,0,0,0,0,0,0,121900.0
442fa73f-b113-472c-9917-25133e932878,19790.0,19790.0,9.89298256789098,1,2.0,1,0,0,0,0,0,0,0,0,19790.0
7877de22-beb3-4fea-b1aa-5cdf5149f734,19940.0,19940.0,9.900533192709691,1,2.0,1,0,0,0,0,0,0,0,0,19940.0
6c8b58c2-a1c2-41cb-8c90-4b10106b6a4c,818400.0,818400.0,13.61510771551519,1,2.5,1,0,0,0,0,0,0,0,0,818400.0
f1489f2e-104a-4b90-856a-27a89209bd0f,999934.45,999934.45,13.815446005880833,0,,0,0,1,0,0,0,0,0,0,999934.45
10ecd135-57b3-4eb9-b4c3-df42fe5b7fb5,7185.0,7185.0,8.879889967673464,1,2.0,1,0,0,0,0,0,0,0,0,7185.0
cac1d9f6-873c-4a35-bb34-6e89d5017acb,548119.0,548119.0,13.214249520060138,0,,0,1,0,0,0,0,0,0,0,548119.0
cc58ab83-1223-4865-b02c-cabb73a7a631,8058870.97,8058870.97,15.90228415059403,0,,0,1,0,0,0,0,0,0,0,8058870.97
46c8c0b2-f238-4dee-b1ba-e8bb26568f01,2377900.0,2377900.0,14.681728723743031,0,,0,0,1,0,0,0,0,0,0,2377900.0
e8f99acc-6533-47be-843d-65332847e1e1,221950.04,221950.04,12.310212095991234,1,2.0,1,0,0,0,0,0,0,0,0,221950.04
01d0fa0a-85e6-4842-bd22-3ecb82f8bd31,579175.0,579175.0,13.269361682731041,4,2.5,1,0,0,0,0,0,0,0,0,579175.0
b41d28b7-e229-4772-8e7c-13d02edd5d0c,4288.18,4288.18,8.363850851460924,1,2.0,1,0,0,0,0,0,0,0,0,4288.18
8d55990f-a2fa-4bdd-a326-2a759fd5f0e0,15980.0,15980.0,9.679155795585109,1,2.0,1,0,0,0,0,0,0,0,0,15980.0
be517358-21a5-423c-a2be-00cbd3d18672,4055957.05,4055957.05,15.2156974814975,0,,1,0,0,0,0,0,0,0,0,4055957.05
e719efde-9fb4-40a5-8cfc-52ab3ebb32bc,989.23,989.23,6.897937239378096,1,2.0,1,0,0,0,0,0,0,0,0,989.23
872b2eac-acce-4cf0-b131-686d0803d392,1457930.0,1457930.0,14.192528865327992,0,,0,1,0,0,0,0,0,0,0,1457930.0
38f54c01-af74-46de-95f6-dd77538e0600,1932000.0,1932000.0,14.47406681135281,0,,0,1,0,0,0,0,0,0,0,1932000.0
6d8558ff-bc8e-4add-855d-290a8afac742,11000.0,11000.0,9.305741456739435,1,2.0,1,0,0,0,0,0,0,0,0,11000.0
83d59852-822f-468d-afd9-afc49577fe6a,465593.0,465593.0,13.051069288718393,1,2.0,1,0,0,0,0,0,0,0,0,465593.0
bd4194f6-b095-4548-9f91-3fb984dad89f,725660.0,725660.0,13.49483824260674,1,4.0,1,0,0,0,0,0,0,0,0,725660.0
6549e724-67f5-4af1-a664-93424be597a1,365400.0,365400.0,12.808750659649172,2,2.5,1,0,0,0,0,0,0,0,0,365400.0
5a1d3e03-84bc-4ac7-a2cf-740010d9839c,250442.55,250442.55,12.43098882481069,2,3.0,1,0,0,0,0,0,0,0,0,250442.55
543a3eb5-7d24-4545-93a5-552c20cba78c,16900.0,16900.0,9.735128070758227,1,2.0,1,0,0,0,0,0,0,0,0,16900.0
ede8b0e7-c9b8-42cf-ba41-56ce883705f8,9200325.0,9200325.0,16.03474947617408,5,4.0,1,0,0,0,0,0,0,0,0,9200325.0
9fd10115-83fe-40de-8dfb-09d9c4fb5618,6934092.99,6934092.99,15.751960960081878,0,,0,1,0,0,0,0,0,0,0,6934092.99
fa06741d-4239-490a-bc3b-b67b9a34c0bf,823094.4,823094.4,13.620827390316762,1,2.5,1,0,0,0,0,0,0,0,0,823094.4
41685e4d-6c24-40ce-892a-6a566c886ea3,26627.0,26627.0,10.189718572720594,1,2.0,1,0,0,0,0,0,0,0,0,26627.0
